REC,nClicks,Duration,ICI1,ICI2,ICI3,ICI4,ICI5,ICI6,ICI7,ICI8,ICI9,ICI10,ICI11,ICI12,ICI13,ICI14,ICI15,ICI16,ICI17,ICI18,ICI19,ICI20,ICI21,ICI22,ICI23,ICI24,ICI25,ICI26,ICI27,ICI28,Whale,TsTo
sw061b001_124,4,1.0187389,0.3432798,0.3419874,0.3334717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,185.827
sw061b001_124,5,1.0598584,0.3829667,0.37075,0.1532417,0.1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186.5992
sw061b001_124,4,1.0307395,0.3514968,0.3421299,0.3371128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,190.133
sw061b001_124,5,1.0668667,0.3889833,0.3530334,0.171675,0.153175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190.8496
sw061b001_124,4,1.0595726,0.3575296,0.3501218,0.3519212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,194.4938
sw061b001_124,5,1.0691167,0.3881,0.3717417,0.1636,0.145675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195.2481
sw061b001_124,4,1.0062386,0.3394932,0.3333515,0.3333939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,198.8621
sw061b001_124,5,1.0382417,0.3856417,0.357,0.1488583,0.1467417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,198.9298
sw061b001_124,4,0.969535,0.3343285,0.3237556,0.3114509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,202.5538
sw061b001_124,5,0.9752834,0.3392334,0.3205166,0.1670084,0.148525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202.5901
sw061b001_124,4,1.0017667,0.3332917,0.3239583,0.3445167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,206.3303
sw061b001_124,4,0.9509917,0.3114834,0.3192333,0.320275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,210.19
sw061b001_124,4,0.941825,0.3160084,0.3170833,0.3087333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,213.6115
sw061b001_124,19,1.1594167,0.0373167,0.0433666,0.0521667,0.0587917,0.04855,0.0437,0.0470833,0.04215,0.047025,0.0461917,0.0504666,0.0523417,0.0539917,0.0577916,0.0687084,0.0975666,0.1283,0.1839084,0,0,0,0,0,0,0,0,0,0,1,216.1238
sw061b001_124,20,1.187875,0.0336,0.0360084,0.0366666,0.0423,0.0464167,0.0452917,0.0429666,0.0448084,0.0411416,0.0405917,0.0389417,0.0394166,0.0396584,0.0437333,0.052875,0.0718083,0.1089917,0.14885,0.2338083,0,0,0,0,0,0,0,0,0,1,219.8922
sw061b001_124,4,0.9316936,0.3237028,0.2955033,0.3124875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,220.0687
sw061b001_124,4,0.9013667,0.305425,0.2977583,0.2981834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,246.3526
sw061b001_124,17,1.1098811,0.0459311,0.0492834,0.0533666,0.05075,0.0455917,0.0452333,0.0424917,0.0428833,0.0471834,0.0471666,0.052,0.0594917,0.081675,0.1083,0.1422833,0.19625,0,0,0,0,0,0,0,0,0,0,0,0,1,252.4517
sw061b001_124,4,0.9535955,0.3147764,0.3200347,0.3187844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,252.4548
sw061b001_124,4,0.9049469,0.2971192,0.3051139,0.3027138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,256.0241
sw061b001_124,17,1.05265,0.04205,0.05605,0.0482,0.04805,0.0456083,0.04275,0.0415417,0.0394333,0.0418667,0.04235,0.0491333,0.0561084,0.0760583,0.11135,0.1456917,0.1664083,0,0,0,0,0,0,0,0,0,0,0,0,1,256.0976
sw061b001_124,19,1.1129,0.034325,0.0528167,0.0505917,0.04495,0.041175,0.0404416,0.0395834,0.0420666,0.0441917,0.0434167,0.0469833,0.049575,0.052925,0.0595667,0.0722916,0.0892,0.111275,0.197525,0,0,0,0,0,0,0,0,0,0,1,259.0066
sw061b001_124,4,0.8943575,0.2947978,0.3046064,0.2949533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,259.4142
sw061b001_124,17,0.986375,0.0354166,0.045025,0.04585,0.0425417,0.0458917,0.0460833,0.0420083,0.042575,0.0452667,0.0453833,0.048875,0.0551584,0.0643333,0.0821333,0.1206917,0.1791417,0,0,0,0,0,0,0,0,0,0,0,0,1,262.5317
sw061b001_124,4,0.8955485,0.2824183,0.3134402,0.29969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,262.8679
sw061b001_124,18,1.0657084,0.0339334,0.0430416,0.0465667,0.0522667,0.0430083,0.0485083,0.0418584,0.043675,0.0488,0.0462083,0.0478417,0.0521,0.05325,0.063775,0.0819166,0.114775,0.2041834,0,0,0,0,0,0,0,0,0,0,0,1,266.0988
sw061b001_124,19,1.085875,0.03785,0.0506667,0.0469833,0.0404417,0.0437333,0.0413584,0.042475,0.039375,0.04015,0.0425833,0.04465,0.0505333,0.0550667,0.0559917,0.0662416,0.0827667,0.1027083,0.2023,0,0,0,0,0,0,0,0,0,0,1,269.8531
sw061b001_124,21,1.3451897,0.1369975,0.0472271,0.0409491,0.0402715,0.0432269,0.0408881,0.0413327,0.0432686,0.0449827,0.0447879,0.0440354,0.0468048,0.0460573,0.0478465,0.0527073,0.0634796,0.0728596,0.0827485,0.2054713,0.1592473,0,0,0,0,0,0,0,0,2,273.3661
sw061b001_124,5,0.8768083,0.26235,0.292425,0.1903167,0.1317166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,273.6876
sw061b001_124,5,0.8888416,0.2752583,0.2734,0.1888833,0.1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,278.3621
sw061b001_124,6,1.060625,0.2745333,0.2884917,0.2045583,0.1281417,0.1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,282.5159
sw061b001_513,9,0.39305,0.0397,0.0558584,0.0586,0.046825,0.044425,0.0454583,0.04685,0.0553333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,516.0025
sw061b001_513,8,0.3561833,0.0394833,0.054525,0.0565,0.0487833,0.0473334,0.05065,0.0589083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,521.3508
sw061b001_513,5,0.3098333,0.0819083,0.0912917,0.071425,0.0652083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,526.7953
sw061b001_513,5,0.341425,0.0998583,0.1007667,0.0712333,0.0695667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,531.8491
sw061b001_513,3,0.2988411,0.1960397,0.1028014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,537.1559
sw061b001_513,6,0.3734917,0.0928417,0.091875,0.068075,0.0576417,0.0630583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,537.391
sw061b001_513,3,0.3022229,0.1917153,0.1105076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,541.7312
sw061b001_513,3,0.2979522,0.1861879,0.1117643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,546.3398
sw061b001_513,5,0.3405417,0.09035,0.10485,0.0768334,0.0685083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,555.8928
sw061b001_513,3,0.2758363,0.1646392,0.1111971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,557.5212
sw061b001_513,5,0.3358584,0.0935834,0.0987916,0.0697584,0.073725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,561.5909
sw061b001_513,3,0.2961937,0.1913224,0.1048713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,562.4021
sw061b001_513,5,0.3282583,0.0800583,0.0991833,0.0778,0.0712167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,567.3788
sw061b001_513,6,0.7859381,0.2508048,0.2576399,0.0357559,0.2331621,0.0085754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,571.9538
sw061b001_513,5,0.3341,0.0923583,0.105275,0.0685167,0.06795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,572.4057
sw061b001_513,4,0.7801781,0.2453292,0.2745117,0.2603372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,578.1646
sw061b001_513,5,0.317175,0.0896083,0.0906084,0.0669,0.0700583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,578.1766
sw061b001_513,6,0.390875,0.0973584,0.0890333,0.06935,0.0609083,0.074225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,583.1763
sw061b001_513,4,0.803023,0.2565052,0.2868604,0.2596574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,583.8033
sw061b001_513,5,0.3297916,0.0933416,0.0951334,0.072075,0.0692416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,588.3308
sw061b001_513,4,0.7815689,0.2467354,0.2707879,0.2640456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,588.8675
sw061b001_513,5,0.3384333,0.1105,0.0901333,0.0694667,0.0683333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,593.3884
sw061b001_513,4,0.7834142,0.2624938,0.2521766,0.2687438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,593.613
sw061b001_513,5,0.3479833,0.0971333,0.1032167,0.07185,0.0757833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,597.804
sw061b001_513,4,0.7556727,0.2480523,0.2502919,0.2573285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,598.0013
sw061b001_513,6,0.4075167,0.0920833,0.1014584,0.0734916,0.0671667,0.0733167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,602.2991
sw061b001_513,4,0.7638829,0.2502008,0.2562344,0.2574477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,602.8856
sw061b001_629,6,0.419425,0.1169916,0.088175,0.07485,0.0684584,0.07095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,631.1305
sw061b001_629,5,0.3266,0.0834333,0.1008667,0.0725333,0.0697667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,635.4536
sw061b001_629,3,0.3204355,0.202369,0.1180665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,635.7388
sw061b001_629,5,0.3596916,0.06005,0.1346333,0.0889739,0.0760344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,641.8896
sw061b001_629,3,0.3024221,0.1895672,0.1128549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,642.1682
sw061b001_629,6,0.3793583,0.0844667,0.09125,0.0683166,0.0637,0.071625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,647.5471
sw061b001_3872,6,1.2175333,0.412725,0.3857084,0.1301166,0.1290417,0.1599416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3875.6164
sw061b001_3872,5,1.031875,0.3749417,0.362775,0.1498167,0.1443416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3879.6276
sw061b001_3872,4,0.9036166,0.6089268,0.0497113,0.2449785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3879.7066
sw061b001_3872,4,0.8491469,0.2698391,0.2937853,0.2855225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3883.5993
sw061b001_3872,5,0.9328,0.3280917,0.2970667,0.1682416,0.1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3883.6449
sw061b001_3872,4,0.8341406,0.2624046,0.2864546,0.2852814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3887.298
sw061b001_3872,5,0.9238417,0.3139917,0.30775,0.1619,0.1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3887.328
sw061b001_3872,4,0.8658667,0.2765,0.2989334,0.2904333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3891.1193
sw061b001_3872,4,0.9066083,0.296525,0.3051917,0.3048916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3896.0999
sw061b001_3872,5,0.9870084,0.3508667,0.3230333,0.1622584,0.15085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3897.0592
sw061b001_3872,4,0.92075,0.30175,0.31645,0.30255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3900.3918
sw061b001_3872,5,0.9885917,0.3671583,0.3262917,0.13955,0.1555917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3900.8927
sw061b001_3872,4,0.9335833,0.314775,0.3100583,0.30875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3903.9766
sw061b001_3872,5,0.9898417,0.36145,0.3321,0.1490834,0.1472083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3904.3743
sw061b001_3872,4,0.9512917,0.3166584,0.3140083,0.320625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3907.5365
sw061b001_3872,6,1.2446417,0.3674083,0.344475,0.1538584,0.1361166,0.2427834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3907.8035
sw061b001_3872,4,0.9450416,0.3201583,0.3131417,0.3117416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3911.5117
sw061b001_3872,4,1.2669873,0.4514621,0.4169038,0.3986211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3916.9475
sw061b001_3872,4,1.2468991,0.4457784,0.4158562,0.3852645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3921.249
sw061b001_3872,5,1.1383333,0.3993166,0.394875,0.1568084,0.1873333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3921.6469
sw061b001_3872,5,1.13705,0.4052833,0.390725,0.1595833,0.1814584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3926.5618
sw061b001_3872,12,1.4107917,0.3314494,0.4642938,0.0708625,0.0809106,0.09292,0.1066616,0.0135633,0.0000023,0.0000024,0.0988974,0.1512284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3933.405
sw061b001_3872,5,1.1143331,0.4051581,0.3680834,0.1721083,0.1689833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3933.7924
sw061b001_3872,4,0.9935083,0.3363167,0.3427583,0.3144333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3938.2503
sw061b001_3872,5,1.0642667,0.383525,0.358675,0.1611583,0.1609084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3938.2804
sw061b001_3872,5,1.0549583,0.3647833,0.3679416,0.1663084,0.155925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3942.3997
sw061b001_3872,4,0.936775,0.31885,0.3088333,0.3090917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3943.0902
sw061b001_3872,8,1.4049917,0.4303667,0.373575,0.0996667,0.092925,0.10755,0.1353666,0.1655417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3947.1796
sw061b001_3872,4,0.9093083,0.3069,0.299175,0.3032333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3947.3243
sw061b001_3872,4,0.9059166,0.3030697,0.3019886,0.3008583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3951.5984
sw061b001_3872,18,1.100525,0.0367583,0.0463334,0.0589833,0.0476917,0.0439,0.045825,0.0424083,0.0441083,0.0449,0.0463584,0.0482,0.050275,0.0587167,0.075625,0.1053416,0.1362583,0.1688417,0,0,0,0,0,0,0,0,0,0,0,1,3951.7159
sw061b001_3872,4,0.9170917,0.30975,0.3041167,0.303225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3956.398
sw061b001_3872,19,1.2020833,0.0403,0.0467167,0.0488833,0.0473333,0.0434084,0.041125,0.042,0.0387666,0.04255,0.043975,0.04485,0.05305,0.0527334,0.0639166,0.08625,0.1257667,0.16045,0.1800083,0,0,0,0,0,0,0,0,0,0,1,3956.7175
sw061b001_3872,4,0.9617167,0.3241167,0.3219932,0.3156068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3962.9399
sw061b001_3872,18,1.0280501,0.036975,0.036325,0.0450334,0.0421666,0.0449417,0.0444834,0.0419416,0.0417917,0.0481583,0.04105,0.0466,0.051225,0.0537917,0.0633166,0.0837584,0.1224583,0.1840334,0,0,0,0,0,0,0,0,0,0,0,1,3963.3403
sw061b001_3872,19,1.0174417,0.0374667,0.0364333,0.0438417,0.044025,0.0432333,0.0403417,0.0416249,0.0418667,0.0454084,0.0450416,0.045925,0.051825,0.052925,0.0534334,0.0658416,0.0857833,0.0990584,0.1433667,0,0,0,0,0,0,0,0,0,0,1,3966.4483
sw061b001_3872,4,0.9313333,0.322775,0.2983667,0.3101916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3966.6285
sw061b001_3872,4,0.904492,0.316775,0.31605,0.271667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3970.2593
sw061b001_3872,5,0.90795,0.2914584,0.2819166,0.1948917,0.1396833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3970.6129
sw061b001_3872,5,0.8891166,0.275275,0.281875,0.181075,0.1508916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3975.0515
sw061b001_3872,20,1.11755,0.1742167,0.03805,0.0392416,0.0445917,0.041425,0.0429333,0.0444834,0.0456916,0.0447417,0.04715,0.0470333,0.0484084,0.0494083,0.050475,0.0543833,0.0576917,0.0641417,0.07675,0.1067333,0,0,0,0,0,0,0,0,0,2,3978.6087
sw061b001_3872,5,0.8545083,0.2576,0.2821,0.1735667,0.1412416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3979.0454
sw061b001_3872,5,0.8804833,0.2831583,0.286125,0.1752917,0.1359083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3982.8793
sw061b001_3872,5,0.8843917,0.2887917,0.280325,0.1763083,0.1389667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3987.0032
sw061b001_3872,5,0.8801833,0.2689083,0.2808834,0.183125,0.1472666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3990.6406
sw061b001_4333,3,0.3475596,0.2411697,0.1063899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4336.0816
sw061b001_4333,6,0.4051,0.0863083,0.0949667,0.077075,0.0680583,0.0786917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4337.4875
sw061b001_4333,3,0.2941498,0.1996941,0.0944557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4342.9296
sw061b001_4333,5,0.3193417,0.0962417,0.0917667,0.0678666,0.0634667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4342.9585
sw061b001_4333,3,0.3083409,0.2056125,0.1027284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4347.9465
